Curation	Scientist	Institution	Language of submission	Date of submission	Crop	Trait ID	Trait	Entity	Attribute	Trait synonyms	Trait abbreviations	Trait description	Trait class	Trait status	Trait Xref	Method ID	Method	Method description	Formula	Method class	Method reference	Scale id	Scale name	Scale class	Decimal places	Lower limit	Upper limit	Scale Xref	Category 1	Category 2	Category 3	Category 4	Category 5	Category 6	Category 7	Category 8	Category 9	Category 10	Category 11	Category 12	Category 13	Variable ID	Variable name	Variable synonyms	Context of use	Growth stage	Variable status	Variable Xref	
		IRRI	EN		Rice	CO_320:0000196	brown planthopper damage	brown planthopper	Damage	brown planthopper	BPHDam	The extent of damage caused by brown planthopper (Nilparvata lugens). Symptoms: Partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy 	Biotic stress		IRIS:1152	CM_320:0000538	brown planthopper biotype 2 injury assessment	"Sow plants in an enclosed cage or greenhouse with a uniform high population of biotype 2 of brown planthopper, and observe the damage on the seedlings  "		Estimation	SES:60	CS_320:0000527	brown planthopper biotype 2 injury scale	Ordinal					0= No damage	1= Very slight damage	3= First and 2nd leaves of most plants partially yellowing	5= Pronounced yellowing and stunting or about 10 to 25% of the plants wilting or dead and remaining plants severely stunted or dying	7= More than half of the plants wilting or dead.	9= All plants dead								CV_320:0000667	BPHDam_GH2_0to9	BPH				SES:60	
		IRRI	EN		Rice	CO_320:0000196	brown planthopper damage	brown planthopper	Damage	brown planthopper	BPHDam	The extent of damage caused by brown planthopper (Nilparvata lugens). Symptoms: Partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy 	Biotic stress		IRIS:1152	CM_320:0000539	brown planthopper biotype 3 injury assessment	"Sow plants in an enclosed cage or greenhouse with a uniform high population of biotype 3 of brown planthopper, and observe the damage on the seedlings "		Estimation	SES:60	CS_320:0000528	brown planthopper biotype 3 injury scale	Ordinal					0= No damage	1= Very slight damage	3= First and 2nd leaves of most plants partially yellowing	5= Pronounced yellowing and stunting or about 10 to 25% of the plants wilting or dead and remaining plants severely stunted or dying	7= More than half of the plants wilting or dead.	9= All plants dead								CV_320:0000668	BPHDam_GH3_0to9	BPH				SES:60	
		IRRI	EN		Rice	CO_320:0000111	brown rice protein content	Caryopsis	protein content		BRiceProtCt	The concentration of protein in brown (dehulled) rice 	Quality		"TO:0000138, IRIS:1260"	CM_320:0000540	brown rice protein content	Use standard laboratory procedure to measure the protein content of brown rice grains at 14% moisture content 		Measurement	"IRIS:32, RD:8.1.7, SES:133"	CS_320:0000529	%	Numerical																		CV_320:0000669	BRiceProtCt_Meas_Pct	PRT				"IRIS:32, RD:8.1.7, SES:133"	
		IRRI	EN		Rice	CO_320:0000177	brown spot damage	brown spot	Damage	brown spot	BS	"The type and severity of brown spot symptoms on leaves caused by the fungal pathogen Cochliobolus miyabeanus (Bipolaris oryzae, Drechslera oryzae). Symptoms: typical leaf spots are small, oval or circular and dark brown. Larger lesions usually have the same color on the edges but have a pale, usually grayish center. Most spots have a light yellow halo around the outer edge. "	Biotic stress		"TO:0000356, IRIS:1105"	CM_320:0000342	brown spot damage estimation	Estimate the % leaf area diseased 		Estimation	"IRIS:50, SES:32"	CS_320:0000343	brown spot damage scale	Ordinal					0= No disease observed	1= Less than 1%	2= 1-3%	3= 4-5%	4=6-10%	5= 11-15%	6= 16-25%	7= 26-50%	8= 51-75%	9= 76-100%				CV_320:0000670	BS_Est_0to9	BS				"IRIS:50, SES:32"	
		IRRI	EN		Rice	CO_320:0000110	caryopsis length	Caryopsis	Length	"decorticated grain length, brown rice length"	CaryoLng	"The length of the caryopsis, ie the seed with seed coat fused to pericarp, which is the structure that remains after dehulling  (decorticating) the grain and before milling, commonly known as brown rice"	Quality		TO:0002626	CM_320:0000430	Caryopsis length measurement	"Use calliper, photo-enlarger or scale images to measure the length of ten caryopses and calculate the average"		Computation	"IRIS:210, RD:7.5.20, UPOV:58"	CS_320:0000432	mm	Numerical																		CV_320:0000671	CaryoLng_Av_mm					"IRIS:210, RD:7.5.20"	
		IRRI	EN		Rice	CO_320:0000110	caryopsis length	Caryopsis	Length	"decorticated grain length, brown rice length"	CaryoLng	"The length of the caryopsis, ie the seed with seed coat fused to pericarp, which is the structure that remains after dehulling  (decorticating) the grain and before milling, commonly known as brown rice"	Quality		TO:0002626	CM_320:0000542	Caryopsis length SES	Measure and score the length of the caryopsis 		Measurement	SES:125	CS_320:0000530	Caryopsis length SES scale	Ordinal					1= Extra long= more than 7.5 mm	3= Long= 6.6 to 7.5 mm	5= Medium= 5.51 to 6.6 mm	7= Short= 5.5mm or less										CV_320:0000672	CaryoLng_MeasSES_1to7					SES:125	
		IRRI	EN		Rice	CO_320:0000110	caryopsis length	Caryopsis	Length	"decorticated grain length, brown rice length"	CaryoLng	"The length of the caryopsis, ie the seed with seed coat fused to pericarp, which is the structure that remains after dehulling  (decorticating) the grain and before milling, commonly known as brown rice"	Quality		TO:0002626	CM_320:0000430	Caryopsis length measurement	"Use calliper, photo-enlarger or scale images to measure the length of ten caryopses and calculate the average"		Computation	"IRIS:210, RD:7.5.20, UPOV:58"	CS_320:0000431	Caryopsis length UPOV scale	Ordinal					3= short 	5= medium 	7= long 											CV_320:0000673	CaryoLng_Av_1to7					UPOV:58	
		IRRI	EN		Rice	CO_320:0000109	caryopsis shape	Caryopsis	Shape	"decorticated grain shape, brown rice shape"	CaryoShp	Shape of the caryopsis 	Quality		"TO:0002730, IRIS:1053"	CM_320:0000463	Caryopsis shape UPOV	Observe the shape of the caryopsis in lateral view 		Estimation	"RD:7.5.22, UPOV:60"	CS_320:0000464	Caryopsis shape scale UPOV	Nominal					1= Round	2= Semi-round	3= Half spindle-shaped	4= Spindle-shaped	5= Long spindle-shaped									CV_320:0000674	CaryoShp_Est_1to5					"RD:7.5.22, UPOV:60"	
	TTC-GRC	IRRI	EN		Rice	CO_320:0000109	caryopsis shape	Caryopsis	Shape	"decorticated grain shape, brown rice shape"	CaryoShp	Shape of the caryopsis 	Quality		"TO:0002730, IRIS:1053"	CM_320:0000433	Caryopsis length:width ratio SES	Compute the length/width ratio 		Computation	"IRIS:207, SES:126"	CS_320:0000434	Caryopsis length/width ratio scale SES	Nominal					1= Slender= L/W>3	3= Medium= L/W 2.1 to 3	5= Bold= L/W 1.1 to 2	9= Round= L/W<1.1										CV_320:0000675	CaryoShp_Comp_1to9					"IRIS:207, SES:126"	
		IRRI	EN		Rice	CO_320:0000117	caryopsis width	Caryopsis	Width	"decorticated grain width, brown rice width"	CaryoWdt	"The width of the caryopsis at its widest point at right angles to its length (ie the seed with seed coat fused to pericarp, which is the structure that remains after dehulling the grain and before milling)"	Quality		TO:0002627	CM_320:0000543	Caryopsis width measurement	"Use calliper, photo-enlarger or scale images to measure the width of ten caryopses at their widest point at right angles to its length  and calculate their average"		Computation	"SES:709, RD:7.5.21, UPOV:59"	CS_320:0000531	mm	Numerical																		CV_320:0000676	CaryoWdt_Av_mm					"SES:709, RD:7.5.21"	
	TTC-GRC	IRRI	EN		Rice	CO_320:0000117	caryopsis width	Caryopsis	Width	"decorticated grain width, brown rice width"	CaryoWdt	"The width of the caryopsis at its widest point at right angles to its length (ie the seed with seed coat fused to pericarp, which is the structure that remains after dehulling the grain and before milling)"	Quality		TO:0002627	CM_320:0000543	Caryopsis width measurement	"Use calliper, photo-enlarger or scale images to measure the width of ten caryopses at their widest point at right angles to its length  and calculate their average"		Computation	"SES:709, RD:7.5.21, UPOV:59"	CS_320:0000532	Caryopsis width scale	Ordinal					3= Narrow	5= Medium	7= Broad											CV_320:0000677	CaryoWdt_Av_1to7					UPOV:59	
		IRRI	EN		Rice	CO_320:0000197	case worm damage	Case worm	Damage	case worm	CaseWormDam	The extent of plant damage caused by caseworm (Nymphula depunctalis). Symptoms: only the papery upper epidermis of the leaf remains after larvae have fed on the internal leaf tissue 	Biotic stress		"TO:0000405, IRIS:1153"	CM_320:0000384	case worm damage assessment	Estimate the % of leaf area that have been scraped by case worms 		Estimation	"IRIS:65, SES:66"	CS_320:0000385	case worm damage scale	Ordinal					0= No scraping	1= Less than 1%	3= 1-10%	5= 11-25%	7= 26-50%	8= 51-100%								CV_320:0000678	CaseWormDam_Est_0to8	CASE_WORM_DAMAGE				"IRIS:65, SES:66"	
		IRRI	EN		Rice	CO_320:0000104	chalkiness of endosperm	Endosperm	Chalkiness	"chalk, chalkiness"	Clk	"Describes the extent to which milled (polished, white) rice appears to be a chalky white colour as opposed to translucent white. The chalky appearance arises from the incomplete development of starch grains in the endosperm, which leaves tiny air pockets between starch granules and results in weak grains "	Quality		"TO:0000266, IRIS:1253"	CO_320:0000544	chalkiness Cervitec assessment	Polish a sample of rice and quantify chalkiness automatically using a duly calibrated Cervitec instrument 		Measurement	IRIS:859	CS_320:0000562	Cervitec reading	Numerical																		CV_320:0000679	Clk_Cerv_cerv	Clk				IRIS:859	
		IRRI	EN		Rice	CO_320:0000104	chalkiness of endosperm	Endosperm	Chalkiness	"chalk, chalkiness"	Clk	"Describes the extent to which milled (polished, white) rice appears to be a chalky white colour as opposed to translucent white. The chalky appearance arises from the incomplete development of starch grains in the endosperm, which leaves tiny air pockets between starch granules and results in weak grains "	Quality		"TO:0000266, IRIS:1253"	CM_320:0000428	chalkiness visual assessment	"Polish a sample of rice and evaluate a representative sample visually. Estimate the proportion of the kernel area that appears chalky white, particularly with respect to the belly, the center, and the back. "		Measurement	"IRIS:38, SES:124"	CS_320:0000429	chalkiness visual scale	Ordinal					0= None	1= Small= less than 10%	5= Medium= 11% to 20%	9= Large= more than 20%										CV_320:0000680	Clk_Vis_0to9	Clk				"IRIS:38, SES:124"	
		IRRI	EN		Rice	CO_320:0000490	chromosome number	Chromosome	Number		ChrNo	The number of chromosomes in the nucleus	Biochemical			CO_320:0000545	chromosome number count	"Squash on a microscope slide either fresh anthers taken at booting stage, or the root tip of germinating seedlings. "		Counting	"IRIS:586, RD:7.5.1"	CS_320:0000624	No of chromosomes	Numerical																		CV_320:0000681	ChrNo_Count_Chr					"IRIS:586, RD:7.5.1"	
		IRRI	EN		Rice	CO_320:0000057	cold tolerance	Cold	Sensitivity		ColdSens	"Ability of a plant to grow and develop normally under cold conditions. Key periods of sensitivity are during seedling growth, tillering, and flowering "	Abiotic stress		"TO:0000303, IRIS:1204"	CM_320:0000398	seedling cold injury	"Observe the vigor, leaf colour and damage to seedlings grown at 10 degrees C "		Estimation	SES:75	CS_320:0000399	seedling cold injury scale	Ordinal					"0-1= highly tolerant= no damage to leaves, normal leaf color"	"2-3= tolerant= tip of leaves slightly dried, folded and light green"	"4-5= moderately tolerant= Some seedlings moderately folded and wilted, 30-50% seedlings dried, pale green to yellowish leaves"	"6-7= Sensitive= seedlings severely rolled and dried, reddish-brown leaves"	8-9= highly sensitive= most seedlings dead or dying									CV_320:0000682	ColdSens_SeedlEst_0to9	CTOL				SES:75	
		IRRI	EN		Rice	CO_320:0000057	cold tolerance	Cold	Sensitivity		ColdSens	"Ability of a plant to grow and develop normally under cold conditions. Key periods of sensitivity are during seedling growth, tillering, and flowering "	Abiotic stress		"TO:0000303, IRIS:1204"	CO_320:0000546	flowering cold injury	"Observe effects on spikelet fertility, heading and growth of plants grown at 17-18 degrees during flowering "		Estimation	"IRIS:47, SES:75"	CS_320:0000563	flowering cold injury scale	Ordinal					"1-3= tolerant= normal growth, spikelet fertility >70%"	"4-6= moderately tolerant= heading delayed, spikelet fertility 11-69%"	"7-9= sensitive= plant height reduced, heading delayed, high spikelet sterility (<10% fertile) "											CV_320:0000683	ColdSens_FlwEst_0to9	CTOL				"IRIS:47, SES:75"	
		IRRI	EN		Rice	CO_320:0000057	cold tolerance	Cold	Sensitivity		ColdSens	"Ability of a plant to grow and develop normally under cold conditions. Key periods of sensitivity are during seedling growth, tillering, and flowering "	Abiotic stress		"TO:0000303, IRIS:1204"	CM_320:0000547	vegetative cold injury	Observe effects on vigour and leaf colour of plants grown at 17-18 degrees C before flowering 		Estimation	"IRIS:47, SES:75"	CS_320:0000538	vegetative cold injury scale	Ordinal					1-3= Tolerant= all leaves normal color	4-6= Moderately tolerant= pale green leaves	7-9= Sensitive= Yellowing of leaves and stunted growth 											CV_320:0000684	ColdSens_VegEst_0to9	CTOL				"IRIS:47, SES:75"	
		IRRI	EN		Rice	CO_320:0000491	coleoptile anthocyanin	Coleoptile	Anthocyanin content		ColeoAnth	Purple pigmentation attributable to anthocyanin on the coleoptile	Morphological			CO_320:0000548	coleoptile anthocyanin evaluation	"Place non-dormant grains on moistened filter paper and cover with a petri-dish lid during germination.  After the coleoptiles have reached a length of about 5 mm in darkness, place them in artificial light (daylight equivalent) at 750-1250 lux continuously for 3 to 4 days, at a temperature of 25 to 30 degrees Centigrade.  Observe colour when the coleoptile is fully with first leaf just emerging (about 6 to 7 days) "		Estimation	"RD:7.3.1, UPOV:1"	CS_320:0000564	coleoptile anthocyanin scale	Ordinal					1= absent or very weak	3= weak	5= strong											CV_320:0000685	ColeoAnth_Est_1to5					"RD:7.3.1, UPOV:1"	
	TTC-GRC	IRRI	EN		Rice	CO_320:0000492	collar anthocyanin	Collar	Anthocyanin content		CollAnth	"Describes the purplish pigmentation, if any, attributable to anthocyanin on the collars"	Morphological			CM_320:0000549	collar anthocyanin presence	Observe the presence/absence of purplish pigmentation attributable to anthocyanin on the collars 		Estimation	UPOV:10	CS_320:0000539	collar anthocyanin presence scale	Ordinal					1= Absent	9= Present												CV_320:0000686	CollAnth_Est_1to9					UPOV:10	
		IRRI	EN		Rice	CO_320:0000028	collar color	Collar	Colour		"CollCol, CCO"	Colour of the leaf collar  	Morphological		"TO:0000364, IRIS:1077"	CM_320:0000256	collar color	Observe the colour of the leaf collar against a colour chart or colour-accurate photographs of references		Estimation	"IRIS:647, RD:7.3.12, IRIS:155, SES:102"	CS_320:0000257	collar color scale RD	Nominal					0= 0 Absent (collarless)	1= 060 Green	2= 061 Light green	3= 080 Purple	4= 084 Purple lines									CV_320:0000687	CollCol_Est_RD0to4	CC				"IRIS:647, RD:7.3.12"	
		IRRI	EN		Rice	CO_320:0000028	collar color	Collar	Colour		"CollCol, CCO"	Colour of the leaf collar  	Morphological		"TO:0000364, IRIS:1077"	CM_320:0000256	collar color	Observe the colour of the leaf collar against a colour chart or colour-accurate photographs of references		Estimation	"IRIS:647, RD:7.3.12, IRIS:155, SES:102"	CS_320:0000487	Code 	Nominal					0= Absent (collarless)	1= Light Green	2= Green	3= Purple										CV_320:0000688	CollCol_Est_SES0to3	CC				"IRIS:155, SES:102"	
		IRRI	EN		Rice	CO_320:0000031	culm angle	Culm	Angle	"Culm habit,"	"CulmAng, CUAN"	Angle of inclination of the base of the main culm from vertical 	Morphological		"TO:0000427, IRIS:1080"	CM_320:0000276	culm angle estimation	Estimate by eye the average angle of inclination of the base of the main culm from vertical		Estimation	"IRIS:646, RD:7.3.23, UPOV:17, IRIS:314, SES:106"	CS_320:0000277	culm angle UPOV scale	Nominal					1= Erect <15 degrees	3= Semi-erect intermediate ~20 degrees	5= Open ~40 degrees	"7= Spreading (>60-80 degrees, culms not resting on the ground)"	9= Procumbent (culm or its lower part rests on ground surface)									CV_320:0000689	CulmAng_Est_UPOV1to9	CMA_CO_1_9				"IRIS:646, RD:7.3.23, UPOV:17"	
		IRRI	EN		Rice	CO_320:0000031	culm angle	Culm	Angle	"Culm habit,"	"CulmAng, CUAN"	Angle of inclination of the base of the main culm from vertical 	Morphological		"TO:0000427, IRIS:1080"	CM_320:0000276	culm angle estimation	Estimate by eye the average angle of inclination of the base of the main culm from vertical		Estimation	"IRIS:646, RD:7.3.23, UPOV:17, IRIS:314, SES:106"	CS_320:0000488	culm angle SES scale	Nominal					1= Erect <30?	3= Intermediate ?45?	5= Open ?60?	7= Spreading >60?	9= Procumbent (culm or its lower part rests on ground surface)									CV_320:0000690	CulmAng_Est_SES1to9	CMA_CO_1_9				"IRIS:314, SES:106"	
