Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13
,CO_320:0000665,BPHDam_Fld_0to9,BPH,,,,SES:60,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000196,brown planthopper damage,Biotic stress,The extent of damage caused by brown planthopper (Nilparvata lugens). Symptoms: Partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy,brown planthopper,BPHDam,,brown planthopper,Damage,,IRIS:1152,CO_320:0000536,brown planthopper injury assessment field,Estimation,"Observe the damage on the plants caused by brown planthopper. For a field test, use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. The test is considered a valid test for resistance if the hopper population is uniformly distributed at a high level across the screening box, as indicated by hopper counts on the susceptible check. A minimum of the following hopper density on susceptible check is necessary: a. 10 hoppers/hill at 10-15 days after transplanting, b. 25 hoppers / hiII at maximum tillering, c. 100 hoppers/hill at early booting stage",,SES:60,CO_320:0000939,brown planthopper injury scale field,Ordinal,,,,,0= No damage,1= slight yellowing of a few plants,3= Leaves partially yellow but with no hopperburn,"5= Leaves with pronounced yellowing and some stunting or wilting and 10-25% of plants with hopperburn, remaining plants severely stunted","7= More than half the plants wilting or with hopperburn, remaining plants severely stunted",9= All plants dead,,,,,,,
,CO_320:0000666,BPHDam_GH1_0to9,BPH,,,,"IRIS:39, SES:60",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000196,brown planthopper damage,Biotic stress,The extent of damage caused by brown planthopper (Nilparvata lugens). Symptoms: Partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy,brown planthopper,BPHDam,,brown planthopper,Damage,,IRIS:1152,CO_320:0000537,brown planthopper biotype 1 injury assessment,Estimation,"Sow plants in an enclosed cage or greenhouse with a uniform high population of biotype 1 of brown planthopper, and observe the damage on the seedlings",,"IRIS:39, SES:60",CO_320:0000940,brown planthopper biotype 1 injury scale,Ordinal,,,,,0= No damage,1= Very slight damage,3= First and 2nd leaves of most plants partially yellowing,5= Pronounced yellowing and stunting or about 10 to 25% of the plants wilting or dead and remaining plants severely stunted or dying,7= More than half of the plants wilting or dead.,9= All plants dead,,,,,,,
,CO_320:0000667,BPHDam_GH2_0to9,BPH,,,,SES:60,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000196,brown planthopper damage,Biotic stress,The extent of damage caused by brown planthopper (Nilparvata lugens). Symptoms: Partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy,brown planthopper,BPHDam,,brown planthopper,Damage,,IRIS:1152,CO_320:0000538,brown planthopper biotype 2 injury assessment,Estimation,"Sow plants in an enclosed cage or greenhouse with a uniform high population of biotype 2 of brown planthopper, and observe the damage on the seedlings",,SES:60,CO_320:0000941,brown planthopper biotype 2 injury scale,Ordinal,,,,,0= No damage,1= Very slight damage,3= First and 2nd leaves of most plants partially yellowing,5= Pronounced yellowing and stunting or about 10 to 25% of the plants wilting or dead and remaining plants severely stunted or dying,7= More than half of the plants wilting or dead.,9= All plants dead,,,,,,,
,CO_320:0000668,BPHDam_GH3_0to9,BPH,,,,SES:60,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000196,brown planthopper damage,Biotic stress,The extent of damage caused by brown planthopper (Nilparvata lugens). Symptoms: Partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy,brown planthopper,BPHDam,,brown planthopper,Damage,,IRIS:1152,CO_320:0000539,brown planthopper biotype 3 injury assessment,Estimation,"Sow plants in an enclosed cage or greenhouse with a uniform high population of biotype 3 of brown planthopper, and observe the damage on the seedlings",,SES:60,CO_320:0000942,brown planthopper biotype 3 injury scale,Ordinal,,,,,0= No damage,1= Very slight damage,3= First and 2nd leaves of most plants partially yellowing,5= Pronounced yellowing and stunting or about 10 to 25% of the plants wilting or dead and remaining plants severely stunted or dying,7= More than half of the plants wilting or dead.,9= All plants dead,,,,,,,
,CO_320:0000669,BRiceProtCt_Meas_Pct,PRT,,,,"IRIS:32, RD:8.1.7, SES:133",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000111,brown rice protein content,Quality,The concentration of protein in brown (dehulled) rice,,BRiceProtCt,,Dehulled grain,protein content,,"TO:0000138, IRIS:1260",CO_320:0000540,brown rice protein content,Measurement,Use standard laboratory procedure to measure the protein content of brown rice grains at 14% moisture content,,"IRIS:32, RD:8.1.7, SES:133",CO_320:0000943,%,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000670,BS_Est_0to9,BS,,,"Standard CIAT, FLAR","IRIS:50, SES:32",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000177,brown spot damage,Biotic stress,"The type and severity of brown spot symptoms on leaves caused by the fungal pathogen Cochliobolus miyabeanus (Bipolaris oryzae, Drechslera oryzae). Symptoms: typical leaf spots are small, oval or circular and dark brown. Larger lesions usually have the same color on the edges but have a pale, usually grayish center. Most spots have a light yellow halo around the outer edge.",brown spot,BS,,brown spot,Damage,,"TO:0000356, IRIS:1105",CO_320:0000342,brown spot damage estimation,Estimation,Estimate the % leaf area diseased,,"IRIS:50, SES:32",CO_320:0000343,brown spot damage scale,Ordinal,,,,,0= No disease observed,1= Less than 1%,2= 1-3%,3= 4-5%,4=6-10%,5= 11-15%,6= 16-25%,7= 26-50%,8= 51-75%,9= 76-100%,,,
,CO_320:0000671,CaryoLng_Av_mm,,,,,"IRIS:210, RD:7.5.20",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000110,caryopsis length,Quality,"The length of the caryopsis, ie the seed with seed coat fused to pericarp, which is the structure that remains after dehulling (decorticating) the grain and before milling, commonly known as brown rice","decorticated grain length, brown rice length",CaryoLng,,Caryopsis,Length,,TO:0002626,CO_320:0000430,Caryopsis length measurement,Computation,"Use calliper, photo-enlarger or scale images to measure the length of ten caryopses and calculate the average",,"IRIS:210, RD:7.5.20, UPOV:58",CO_320:0000432,mm,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000672,CaryoLng_MeasSES_1to7,,,,,SES:125,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000110,caryopsis length,Quality,"The length of the caryopsis, ie the seed with seed coat fused to pericarp, which is the structure that remains after dehulling (decorticating) the grain and before milling, commonly known as brown rice","decorticated grain length, brown rice length",CaryoLng,,Caryopsis,Length,,TO:0002626,CO_320:0000542,Caryopsis length SES,Measurement,Measure and score the length of the caryopsis,,SES:125,CO_320:0000944,Caryopsis length SES scale,Ordinal,,,,,1= Extra long= more than 7.5 mm,3= Long= 6.6 to 7.5 mm,5= Medium= 5.51 to 6.6 mm,7= Short= 5.5mm or less,,,,,,,,,
,CO_320:0000673,CaryoLng_Av_1to7,,,,,UPOV:58,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000110,caryopsis length,Quality,"The length of the caryopsis, ie the seed with seed coat fused to pericarp, which is the structure that remains after dehulling (decorticating) the grain and before milling, commonly known as brown rice","decorticated grain length, brown rice length",CaryoLng,,Caryopsis,Length,,TO:0002626,CO_320:0000430,Caryopsis length measurement,Computation,"Use calliper, photo-enlarger or scale images to measure the length of ten caryopses and calculate the average",,"IRIS:210, RD:7.5.20, UPOV:58",CO_320:0000431,Caryopsis length UPOV scale,Ordinal,,,,,3= short,5= medium,7= long,,,,,,,,,,
,CO_320:0000674,CaryoShp_Est_1to5,,,,,"RD:7.5.22, UPOV:60",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000109,caryopsis shape,Quality,Shape of the caryopsis,"decorticated grain shape, brown rice shape",CaryoShp,,Caryopsis,Shape,,"TO:0002730, IRIS:1053",CO_320:0000463,Caryopsis shape UPOV,Estimation,Observe the shape of the caryopsis in lateral view,,"RD:7.5.22, UPOV:60",CO_320:0000464,Caryopsis shape scale UPOV,Nominal,,,,,1= Round,2= Semi-round,3= Half spindle-shaped,4= Spindle-shaped,5= Long spindle-shaped,,,,,,,,
,CO_320:0000675,CaryoShp_Comp_1to9,,,,,"IRIS:207, SES:126",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000109,caryopsis shape,Quality,Shape of the caryopsis,"decorticated grain shape, brown rice shape",CaryoShp,,Caryopsis,Shape,,"TO:0002730, IRIS:1053",CO_320:0000433,Caryopsis length:width ratio SES,Computation,Compute the length/width ratio,,"IRIS:207, SES:126",CO_320:0000434,Caryopsis length/width ratio scale SES,Nominal,,,,,1= Slender= L/W>3,3= Medium= L/W 2.1 to 3,5= Bold= L/W 1.1 to 2,9= Round= L/W<1.1,,,,,,,,,
,CO_320:0000676,CaryoWdt_Av_mm,,,,,"SES:709, RD:7.5.21",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000117,caryopsis width,Quality,"The width of the caryopsis at its widest point at right angles to its length (ie the seed with seed coat fused to pericarp, which is the structure that remains after dehulling the grain and before milling)","decorticated grain width, brown rice width",CaryoWdt,,Caryopsis,Width,,TO:0002627,CO_320:0000543,Caryopsis width measurement,Computation,"Use calliper, photo-enlarger or scale images to measure the width of ten caryopses at their widest point at right angles to its length and calculate their average",,"SES:709, RD:7.5.21, UPOV:59",CO_320:0000945,mm,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000677,CaryoWdt_Av_1to7,,,,,UPOV:59,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000117,caryopsis width,Quality,"The width of the caryopsis at its widest point at right angles to its length (ie the seed with seed coat fused to pericarp, which is the structure that remains after dehulling the grain and before milling)","decorticated grain width, brown rice width",CaryoWdt,,Caryopsis,Width,,TO:0002627,CO_320:0000543,Caryopsis width measurement,Computation,"Use calliper, photo-enlarger or scale images to measure the width of ten caryopses at their widest point at right angles to its length and calculate their average",,"SES:709, RD:7.5.21, UPOV:59",CO_320:0000946,Caryopsis width scale,Ordinal,,,,,3= Narrow,5= Medium,7= Broad,,,,,,,,,,
,CO_320:0000678,CaseWormDam_Est_0to8,CASE_WORM_DAMAGE,,,,"IRIS:65, SES:66",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000197,case worm damage,Biotic stress,The extent of plant damage caused by caseworm (Nymphula depunctalis). Symptoms: only the papery upper epidermis of the leaf remains after larvae have fed on the internal leaf tissue,case worm,CaseWormDam,,Case worm,Damage,,"TO:0000405, IRIS:1153",CO_320:0000384,case worm damage assessment,Estimation,Estimate the % of leaf area that have been scraped by case worms,,"IRIS:65, SES:66",CO_320:0000385,case worm damage scale,Ordinal,,,,,0= No scraping,1= Less than 1%,3= 1-10%,5= 11-25%,7= 26-50%,8= 51-100%,,,,,,,
,CO_320:0000679,Clk_Cerv_cerv,,,,"Standard CIAT, FLAR",IRIS:859,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000104,chalkiness of endosperm,Quality,"Describes the extent to which milled (polished, white) rice appears to be a chalky white colour as opposed to translucent white. The chalky appearance arises from the incomplete development of starch grains in the endosperm, which leaves tiny air pockets between starch granules and results in weak grains","chalk, chalkiness",Clk,,Endosperm,Chalkiness,,"TO:0000266, IRIS:1253",CO_320:0001555,chalkiness Cervitec assessment,Measurement,Polish a sample of rice and quantify chalkiness automatically using a duly calibrated Cervitec instrument,,IRIS:859,CO_320:0000976,Cervitec reading,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000680,Clk_Vis_0to9,,,,"Standard CIAT, FLAR","IRIS:38, SES:124",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000104,chalkiness of endosperm,Quality,"Describes the extent to which milled (polished, white) rice appears to be a chalky white colour as opposed to translucent white. The chalky appearance arises from the incomplete development of starch grains in the endosperm, which leaves tiny air pockets between starch granules and results in weak grains","chalk, chalkiness",Clk,,Endosperm,Chalkiness,,"TO:0000266, IRIS:1253",CO_320:0000428,chalkiness visual assessment,Estimation,"Polish a sample of rice and evaluate a representative sample visually. Estimate the proportion of the kernel area that appears chalky white, particularly with respect to the belly, the center, and the back.",,"IRIS:38, SES:124",CO_320:0000429,chalkiness 0-9 scale,Ordinal,,,,,0= None,1= Small= less than 10%,5= Medium= 11% to 20%,9= Large= more than 20%,,,,,,,,,
,CO_320:0000681,ChrNo_Count_Chr,,,,,"IRIS:586, RD:7.5.1",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000490,chromosome number,Biochemical,The number of chromosomes in the nucleus,,ChrNo,,Chromosome,Number,,,CO_320:0000545,mature lemma and palea color,Estimation,Visually determinate the colour of the lemma and palea after harvest.,,"IRIS:627, RD:7.5.5, UPOV:46",CO_320:0000624,No of chromosomes,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000682,ColdSens_SeedlEst_0to9,CTOL,,,,SES:75,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000057,cold tolerance,Abiotic stress,"Ability of a plant to grow and develop normally under cold conditions. Key periods of sensitivity are during seedling growth, tillering, and flowering",,ColdSens,,Cold,Sensitivity,,"TO:0000303, IRIS:1204",CO_320:0000398,seedling cold injury,Estimation,"Observe the vigor, leaf colour and damage to seedlings grown at 10 degrees C",,SES:75,CO_320:0000399,seedling cold injury scale,Ordinal,,,,,"0-1= highly tolerant= no damage to leaves, normal leaf color","2-3= tolerant= tip of leaves slightly dried, folded and light green","4-5= moderately tolerant= Some seedlings moderately folded and wilted, 30-50% seedlings dried, pale green to yellowish leaves","6-7= Sensitive= seedlings severely rolled and dried, reddish-brown leaves",8-9= highly sensitive= most seedlings dead or dying,,,,,,,,
,CO_320:0000683,ColdSens_FlwEst_0to9,CTOL,,,,"IRIS:47, SES:75",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000057,cold tolerance,Abiotic stress,"Ability of a plant to grow and develop normally under cold conditions. Key periods of sensitivity are during seedling growth, tillering, and flowering",,ColdSens,,Cold,Sensitivity,,"TO:0000303, IRIS:1204",CO_320:0000546,flowering cold injury,Estimation,"Observe effects on spikelet fertility, heading and growth of plants grown at 17-18 degrees during flowering",,"IRIS:47, SES:75",CO_320:0000977,flowering cold injury scale,Ordinal,,,,,"1-3= tolerant= normal growth, spikelet fertility >70%","4-6= moderately tolerant= heading delayed, spikelet fertility 11-69%","7-9= sensitive= plant height reduced, heading delayed, high spikelet sterility (<10% fertile)",,,,,,,,,,
,CO_320:0000684,ColdSens_VegEst_0to9,CTOL,,,,"IRIS:47, SES:75",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000057,cold tolerance,Abiotic stress,"Ability of a plant to grow and develop normally under cold conditions. Key periods of sensitivity are during seedling growth, tillering, and flowering",,ColdSens,,Cold,Sensitivity,,"TO:0000303, IRIS:1204",CO_320:0000547,vegetative cold injury,Estimation,Observe effects on vigour and leaf colour of plants grown at 17-18 degrees C before flowering,,"IRIS:47, SES:75",CO_320:0000952,vegetative cold injury scale,Ordinal,,,,,1-3= Tolerant= all leaves normal color,4-6= Moderately tolerant= pale green leaves,7-9= Sensitive= Yellowing of leaves and stunted growth,,,,,,,,,,
,CO_320:0000685,ColeoAnth_Est_1to5,,,,,"RD:7.3.1, UPOV:1",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000491,coleoptile anthocyanin,Morphological,Purple pigmentation attributable to anthocyanin on the coleoptile,,ColeoAnth,,Coleoptile,Anthocyanin content,,,CO_320:0000548,coleoptile anthocyanin evaluation,Estimation,"Place non-dormant grains on moistened filter paper and cover with a petri-dish lid during germination. After the coleoptiles have reached a length of about 5 mm in darkness, place them in artificial light (daylight equivalent) at 750-1250 lux continuously for 3 to 4 days, at a temperature of 25 to 30 degrees Centigrade. Observe colour when the coleoptile is fully with first leaf just emerging (about 6 to 7 days)",,"RD:7.3.1, UPOV:1",CO_320:0000978,coleoptile anthocyanin scale,Ordinal,,,,,1= absent or very weak,3= weak,5= strong,,,,,,,,,,
,CO_320:0000686,CollAnth_Est_1to9,,,,,UPOV:10,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000492,collar anthocyanin,Morphological,"Describes the purplish pigmentation, if any, attributable to anthocyanin on the collars",,CollAnth,,Collar,Anthocyanin content,,,CO_320:0000549,collar anthocyanin presence,Estimation,Observe the presence/absence of purplish pigmentation attributable to anthocyanin on the collars,,UPOV:10,CO_320:0000953,collar anthocyanin presence scale,Ordinal,,,,,1= Absent,9= Present,,,,,,,,,,,
,CO_320:0000687,CollCol_Est_RD0to4,CC,,,,"IRIS:647, RD:7.3.12",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000028,collar color,Morphological,Colour of the leaf collar,,CollCol,CCO,Collar,Colour,,"TO:0000364, IRIS:1077",CO_320:0000256,collar color,Estimation,Observe the colour of the leaf collar against a colour chart or colour-accurate photographs of references,,"IRIS:647, RD:7.3.12, IRIS:155, SES:102",CO_320:0000257,collar color scale RD,Nominal,,,,,0= 0 Absent (collarless),1= 060 Green,2= 061 Light green,3= 080 Purple,4= 084 Purple lines,,,,,,,,
,CO_320:0000688,CollCol_Est_SES0to3,CC,,,,"IRIS:155, SES:102",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000028,collar color,Morphological,Colour of the leaf collar,,CollCol,CCO,Collar,Colour,,"TO:0000364, IRIS:1077",CO_320:0000256,collar color,Estimation,Observe the colour of the leaf collar against a colour chart or colour-accurate photographs of references,,"IRIS:647, RD:7.3.12, IRIS:155, SES:102",CO_320:0000901,Code,Nominal,,,,,0= Absent (collarless),1= Light Green,2= Green,3= Purple,,,,,,,,,
,CO_320:0000689,CulmAng_Est_UPOV1to9,CMA_CO_1_9,,,,"IRIS:646, RD:7.3.23, UPOV:17",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000031,culm angle,Morphological,Angle of inclination of the base of the main culm from vertical,"Culm habit,",CulmAng,CUAN,Culm,Angle,,"TO:0000427, IRIS:1080",CO_320:0000276,culm angle estimation,Estimation,Estimate by eye the average angle of inclination of the base of the main culm from vertical,,"IRIS:646, RD:7.3.23, UPOV:17, IRIS:314, SES:106",CO_320:0000277,culm angle UPOV scale,Nominal,,,,,1= Erect <15 degrees,3= Semi-erect intermediate ~20 degrees,5= Open ~40 degrees,"7= Spreading (>60-80 degrees, culms not resting on the ground)",9= Procumbent (culm or its lower part rests on ground surface),,,,,,,,
